id,full_name,new_eth,eth,FN_eth,Transaction_Count,Tendency,Weighted_Tendency,Archive,Transaction_Size
603,Il(ū)-puḫḫīr / Aqrija,Babylonian,b,b,1,Negative,-1,Murašȗ,1
604,iliksu / nidintu-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
605,ina-Esaggil-lilbir / bel-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
606,Ina-il / Nabû-tuqqinanni,Babylonian,b,b,1,Negative,-1,Yahudu,1
607,ina-ṣill-nana / gusuri,Babylonian,b,n,1,Negative,-1,Murašȗ,1
608,innuṣabi'tu' / Enlil-šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
609,iqiš / Enlil-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
610,iqiš-ša / bel-iqbi,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
611,iqiš-ša / Ninurta-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
612,iqiš-ša / xxṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
613,iqiš-ša / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
614,iqiš-ša / zanganu,Babylonian,b,n,1,Negative,-1,Murašȗ,1
615,iqupu / kaṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
616,Isinaja / Bēl-bullissu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
617,Isinnāia / Bēl-…,Babylonian,b,b,1,Negative,-1,Yahudu,1
618,Isinnāia / Nabû-zēr-ibni,Babylonian,b,b,1,Negative,-1,Yahudu,1
619,iššar-abu-uṣur / akkudanu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
620,Iššar-nādin-aḫi / Nabû-zēr-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
621,Iššar-rēmanni / Nabû-bān-aḫi,Babylonian,b,b,1,Negative,-1,Yahudu,1
622,Iššar-tarībi / Linūḫ-libbi-il,Babylonian,b,b,1,Negative,-1,Yahudu,1
623,Iššar-tarībi / Nergal-aḫ-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
624,Išum-iddin / Enlil-bāni-aḫi,Babylonian,b,b,1,Negative,-1,Murašȗ,1
625,itti-Enlil / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
626,Itti-Marduk-balāṭu / Aḫ-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
627,itti-Marduk-balaṭu / bel-ittannu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
628,Itti-Nabû-balāṭu / Rīmūt//Nappāḫu,Babylonian,b,b,1,Negative,-1,Yahudu,1
629,Itti-Ninurta-īnēja / Arad-Gula,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
630,Itti-Šamaš-balāṭu / Bāba-ēreš,Babylonian,b,b,1,Negative,-1,Yahudu,1
631,Itti-Šamaš-balāṭu / Šamaš-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
632,Kalkal-iddin / Aḫḫē-utīr,Babylonian,b,b,1,Negative,-1,Murašȗ,1
633,kaṣir / kaxa,Babylonian,b,x,1,Negative,-1,Murašȗ,1
634,kaṣir / Ninurta-eṭir,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
635,kidin / bel-bulliṭsu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
636,kidin / Enlil-aḫḫe-iddin,Babylonian,b,x,2,Negative,-1,Murašȗ,<6
637,kidin / Enlil-iqiš-ša,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
638,kidin / erib-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
639,kidin / Ninurta-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
640,kidin / tukte,Babylonian,b,n,2,Negative,-1,Murašȗ,<6
641,kidin / xraḫa,Babylonian,b,x,1,Negative,-1,Murašȗ,1
642,kidin / xxla,Babylonian,b,x,1,Negative,-1,Murašȗ,1
643,Kidin / Zērija,Babylonian,b,b,1,Negative,-1,Murašȗ,1
644,kidin-bel / zatame,Babylonian,b,n,1,Negative,-1,Murašȗ,1
645,kidin-Šamaš / bel-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
646,kina / arad-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
647,kina / Nabu-mušetiq-urri,Babylonian,b,b,1,Negative,-1,Murašȗ,1
648,kina / Ninurta-gamil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
649,kiribti-bel / bel-šarru-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
650,kiṣiria / iddin-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
651,kuṣura / nana-iddin,Babylonian,b,x,1,Negative,-1,Murašȗ,1
652,Lābāši / Aḫḫē-utīr,Babylonian,b,b,1,Negative,-1,Murašȗ,1
653,labaši / ardia,Babylonian,b,b,1,Negative,-1,Murašȗ,1
654,labaši / bania,Babylonian,b,x,1,Negative,-1,Murašȗ,1
655,Lâbâši / Bēl-naʾid//Ea-ilūta-bani,Babylonian,b,b,1,Negative,-1,Yahudu,1
656,labaši / dundana',Babylonian,b,x,1,Negative,-1,Murašȗ,1
657,labaši / Enlil-aḫu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
658,labaši / iqiš-ša,Babylonian,b,b,1,Negative,-1,Murašȗ,1
659,labaši / kidin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
660,labaši / Nabu-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
661,labaši / Nabu-mitu-uballiṭ,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
662,Lâbâši / Pān-Aššur-lūmur,Babylonian,b,b,1,Negative,-1,Yahudu,1
663,labaši / x-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
664,labaši / xki,Babylonian,b,x,1,Negative,-1,Murašȗ,1
665,labaši / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
666,Lâbâši-Marduk / Arad-Nabû//Sîn-imitti,Babylonian,b,b,1,Negative,-1,Yahudu,1
667,laqip / bel-ašua,Babylonian,b,b,1,Negative,-1,Murašȗ,1
668,laqip / bel-uter,Babylonian,b,b,1,Negative,-1,Murašȗ,1
669,laqip / biṣa,Babylonian,b,n,1,Negative,-1,Murašȗ,1
670,Lāqīp / Nabû-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
671,laqip / Ninurta-uballiṭ,Babylonian,b,b,4,Negative,-1,Murašȗ,<6
672,laqip / Šamaš-zeru-uṣur,Babylonian,b,b,1,Negative,-1,Murašȗ,1
673,libluṭ / balaṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
674,Libluṭ / Lūṣi-ana-nūri,Babylonian,b,b,1,Negative,-1,Yahudu,1
675,Libluṭ / Ša-pī-kalbi,Babylonian,b,b,1,Negative,-1,Murašȗ,1
676,Linūḫ-libbi-il / Mannu-līkin,Babylonian,b,b,1,Negative,-1,Yahudu,1
677,Manna-dan(na) / Bēlet-aḫ-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
678,Mannu-kī-Anu / Iššar-ēṭir,Babylonian,b,b,1,Negative,-1,Yahudu,1
679,Mannu-līkin / Linūḫ-libbi-il,Babylonian,b,b,1,Negative,-1,Yahudu,1
680,mannuki-Ninurta / nidintu-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
681,mannulušulum / tamašša,Babylonian,b,n,1,Negative,-1,Murašȗ,1
682,mannuluúšulum / Ninurta-nadin-šum,Babylonian,b,b,1,Negative,-1,Murašȗ,1
683,marduk / abu-ul-edu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
684,Marduk-bel-šunu / bel-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
685,Marduk-ibni / artaḫšar,Babylonian,b,n,1,Negative,-1,Murašȗ,1
686,Marduk-šar-uṣur / Nabû-aḫḫē-bulliṭ,Babylonian,b,b,1,Negative,-1,Yahudu,1
687,Marduk-šumu-iddin / iddin-Nabu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
688,Marduk-šumu-iddin / sagilla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
689,marduka / eṭeru-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
690,marduka / Nergal-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
691,marduka / šamšáa,Babylonian,b,x,1,Negative,-1,Murašȗ,1
692,minu-bel-dan / marduka,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
693,minu-bel-dana / balaṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
694,minu-bel-danu / bel-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
695,Mukīn-apli / Nabû-ēṭir,Babylonian,b,b,1,Negative,-1,Yahudu,1
696,Mukīn-apli / Zēria,Babylonian,b,b,1,Negative,-1,Yahudu,1
697,mukin-aplu / kiribtu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
698,mukkaa / Nabu-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
699,Mukkêa / Yāḫû-azza,Babylonian,b,n,2,Negative,-1,Yahudu,<6
700,Mūrānu / Nūrêa,Babylonian,b,x,1,Negative,-1,Yahudu,1
701,murašu / Enlil-šumu-iddin,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
702,murašu / ribat,Babylonian,b,b,1,Negative,-1,Murašȗ,1
703,mušallim-Enlil / Enlil-šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
704,Mušallim-Enlil / Išum-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
705,Mušēzib-Bēl / Nabû-tattannu-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
706,Mušēzib-Marduk / Ṣilli-Bēl,Babylonian,b,b,1,Negative,-1,Yahudu,1
707,Mušēzib-Marduk / Šulâ,Babylonian,b,b,1,Negative,-1,Yahudu,1
708,Mušēzib-Nabû / Mušēzib-™…,Babylonian,b,b,1,Negative,-1,Yahudu,1
709,mušezib-Ninurta / ṭabtu-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
710,mušezibx / eriba,Babylonian,b,b,1,Negative,-1,Murašȗ,1
711,mutiršu / remut-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
712,Nabu-abu-uṣur / Enlil-šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
713,Nabû-aḫ-ēreš / Nargia,Babylonian,b,n,1,Negative,-1,Yahudu,1
714,Nabû-aḫ-iddin / Nabû-aiālu,Babylonian,b,b,2,Negative,-1,Yahudu,<6
715,Nabû-aḫ-ittannu / Ša-Nabû-šū,Babylonian,b,b,1,Negative,-1,Yahudu,1
716,Nabû-aḫ-uṣur / Nīr-Yāma,Babylonian,b,n,1,Negative,-1,Yahudu,1
717,Nabû-aḫ-uṣur / Šalti-il,Babylonian,b,n,2,Negative,-1,Yahudu,<6
718,Nabû-aḫḫē-… / Bānūnu,Babylonian,b,x,1,Negative,-1,Yahudu,1
719,Nabû-aḫḫē-bulliṭ / Kalbâ,Babylonian,b,x,1,Negative,-1,Yahudu,1
720,Nabû-aḫḫē-bulliṭ / Nabû-aḫḫē-šullim,Babylonian,b,b,1,Negative,-1,Yahudu,1
721,Nabu-aḫḫe-eršu / Ninurta-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
722,Nabû-aḫḫē-iddin / Ninurta-..j\,Babylonian,b,b,1,Negative,-1,Murašȗ,1
723,Nabu-aḫu-iddin / bel-eṭir,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
724,Nabu-aḫu-ittannu / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
725,Nabu-balaṭsu-iqbi / aḫu-utu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
726,Nabu-balaṭsu-iqbi / bel-ikṣur,Babylonian,b,b,1,Negative,-1,Murašȗ,1
727,Nabû-bullissu / Bēl-…,Babylonian,b,b,1,Negative,-1,Yahudu,1
728,Nabû-bullissu / Nabû-tattannu-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
729,Nabû-bullissu / Nergal-uballiṭ,Babylonian,b,b,1,Negative,-1,Yahudu,1
730,Nabu-bulliṭ / aḫu-liti',Babylonian,b,b,1,Negative,-1,Murašȗ,1
731,Nabu-bulliṭ / apla,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
732,Nabû-erība / Nabû-kāṣir//Šangû-Nabû,Babylonian,b,b,1,Negative,-1,Yahudu,1
733,Nabu-eršu / qat-Šamaš,Babylonian,b,b,1,Negative,-1,Murašȗ,1
734,Nabu-eṭir / Enlil-šum-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
735,Nabû-ēṭir-napšāti / Šinqā,Babylonian,b,n,1,Negative,-1,Yahudu,1
736,Nabû-iddin / Nergal-uballiṭ,Babylonian,b,b,1,Negative,-1,Yahudu,1
737,Nabu-ittannu / bel-ipuš,Babylonian,b,b,1,Negative,-1,Murašȗ,1
738,Nabû-ittannu / Iqīša,Babylonian,b,b,1,Negative,-1,Yahudu,1
739,Nabû-ittannu / Nabû-šum-ukīn,Babylonian,b,b,1,Negative,-1,Yahudu,1
740,Nabû-ittannu / Nabû-šum-uṣur/Aḫḫiautu,Babylonian,b,b,1,Negative,-1,Yahudu,1
741,Nabu-ittannu / šišku,Babylonian,b,b,1,Negative,-1,Murašȗ,1
742,Nabû-mītu-uballiṭ / Nabû-balāssu-iqbi,Babylonian,b,b,1,Negative,-1,Yahudu,1
743,Nabû-mukīn-apli / <patronym omitted>,Babylonian,b,x,1,Negative,-1,Yahudu,1
744,Nabu-mušetiq-urri / bel-ittannu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
745,Nabu-mušetiq-urri / Enlil-šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
746,Nabu-nadannu / aqbi-ili,Babylonian,b,n,1,Negative,-1,Murašȗ,1
747,Nabu-nadin / aḫḫe-iddin,Babylonian,b,x,1,Negative,-1,Murašȗ,1
748,Nabu-nadin / bel-kaṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
749,Nabu-raḫi / Enlil-mukin-aplu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
750,Nabû-rēºûšunu / Arad-Nabû,Babylonian,b,b,2,Negative,-1,Yahudu,<6
751,Nabû-šar-ukīn / Nabû-mukīn-apli,Babylonian,b,b,1,Negative,-1,Yahudu,1
752,Nabû-šar-uṣur / Iqbâ,Babylonian,b,b,1,Negative,-1,Yahudu,1
753,Nabû-šum-iddin / Arad-Nabû,Babylonian,b,b,1,Negative,-1,Yahudu,1
754,Nabû-šum-uṣur / Arrabu,Babylonian,b,b,1,Negative,-1,Yahudu,1
755,Nabû-šum-uṣur / Šalammu,Babylonian,b,n,1,Negative,-1,Yahudu,1
756,Nabû-šuzizanni / Nabû-immu,Babylonian,b,n,1,Negative,-1,Yahudu,1
757,Nabu-uballiṭ / bulluṭa,Babylonian,b,b,1,Negative,-1,Murašȗ,1
758,Nabu-ušezib / iaḫabbi-ili,Babylonian,b,n,1,Negative,-1,Murašȗ,1
759,Nabû-uṣuršu / Bēl-iddin//Ilīa,Babylonian,b,b,1,Negative,-1,Yahudu,1
760,Nabu-uṣuršu / bel-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
761,Nabû-uṣuršu / Nabû-unammir,Babylonian,b,b,1,Negative,-1,Yahudu,1
762,Nabû-zāqip / Nabû-idrī,Babylonian,b,n,1,Negative,-1,Yahudu,1
763,Nabû-zēr-iddin / Nabû-idā,Babylonian,b,b,1,Negative,-1,Yahudu,1
764,Nabû-zēr-iddin / Nabû-zabbad,Babylonian,b,n,1,Negative,-1,Yahudu,1
765,Nabû-zēr-iddin / Ṭābia,Babylonian,b,x,1,Negative,-1,Yahudu,1
766,Nabû-zēr-iqīša / Aḫ-ēreš,Babylonian,b,b,1,Negative,-1,Yahudu,1
767,nadin / aba-Enlil-dari,Babylonian,b,b,1,Negative,-1,Murašȗ,1
768,nadin / barikkiìltammeš,Babylonian,b,n,1,Negative,-1,Murašȗ,1
769,nadin / bel-rašil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
770,Nādin / Nabû-tattannu-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
771,nadin / sa'ga',Babylonian,b,n,1,Negative,-1,Murašȗ,1
772,nadin / ṣill-ili,Babylonian,b,b,1,Negative,-1,Murašȗ,1
773,nadin / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
774,nadinna' / naṭiri,Babylonian,b,n,1,Negative,-1,Murašȗ,1
775,naḫiš-ṭab / mitratu,Babylonian,b,n,2,Negative,-1,Murašȗ,<6
776,Nanâ-ēreš / Lamassī,Babylonian,b,b,1,Negative,-1,Yahudu,1
777,naṣir / aḫu-ludar,Babylonian,b,b,1,Negative,-1,Murašȗ,1
778,naṣir / Ninurta-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
779,naṣir / remut,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
780,Nergal-aḫu-ittannu / artaḫšari,Babylonian,b,n,1,Negative,-1,Murašȗ,1
781,Nergal-eṭir / dannu-Nergal,Babylonian,b,b,1,Negative,-1,Murašȗ,1
782,Nergal-ibni / Iššar-tarībi,Babylonian,b,b,1,Negative,-1,Yahudu,1
783,Nergal-iddin / Idrâ,Babylonian,b,n,1,Negative,-1,Yahudu,1
784,Nergal-iddin / Nabû-mukīn?-šumi,Babylonian,b,b,1,Negative,-1,Yahudu,1
785,Nergal-iddin / Nabu-mušetiq-urri,Babylonian,b,b,1,Negative,-1,Murašȗ,1
786,Nergal-šum-iddin / Sîn-aplu-uṣur,Babylonian,b,b,1,Negative,-1,Yahudu,1
787,Nergal-ušallim / Kīnâ,Babylonian,b,x,1,Negative,-1,Yahudu,1
788,nidinta / kalbia,Babylonian,b,b,1,Negative,-1,Murašȗ,1
789,Nidinti-Bēl / Arrabu,Babylonian,b,b,1,Negative,-1,Yahudu,1
790,Nidinti-Bēl / Kalbâ,Babylonian,b,x,1,Negative,-1,Yahudu,1
791,Nidinti-Bēl / Rīmūt,Babylonian,b,b,1,Negative,-1,Yahudu,1
792,Nidinti-Nabû / Rīmūt-Gula//Rēºi-alpī,Babylonian,b,b,1,Negative,-1,Yahudu,1
793,nidintu / atamaranussu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
794,Nidintu / Bēl-…,Babylonian,b,b,1,Negative,-1,Yahudu,1
795,Nidintu / Nabû-šum-ibni//Naggāru,Babylonian,b,b,1,Negative,-1,Yahudu,1
796,Nidintu / Nanâ-iddin,Babylonian,b,b,1,Negative,-1,Yahudu,1
797,Nidintu / Šiqanamu,Babylonian,b,x,1,Negative,-1,Yahudu,1
798,Nidintu-Bēl / Bēl-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
799,nidintu-Enlil / Enlil-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
800,nidintu-Enlil / Sin-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
801,nidintu-Enlil / tešu-eṭir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
802,nidinuttu / širikti,Babylonian,b,b,1,Negative,-1,Murašȗ,1
803,nidinxx / ribat,Babylonian,b,b,1,Negative,-1,Murašȗ,1
804,Ninurta-ab-uṣur / Ninurta-aḫ-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
805,Ninurta-abu-uṣur / šum-ukin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
806,Ninurta-aḫ-iddin / Bēl-eṭēri-Šamaš,Babylonian,b,b,1,Negative,-1,Yahudu,1
807,Ninurta-aḫ-iddin / Ṭābija,Babylonian,b,x,1,Negative,-1,Murašȗ,1
808,Ninurta-aḫḫe-uballiṭ / aḫu-šunu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
809,Ninurta-aḫḫe-uṣur / aḫu-šúnu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
810,Ninurta-aḫu-iddin / Enlil-aḫu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
811,Ninurta-aḫu-iddin / ḫarizanu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
812,Ninurta-aḫu-iddin / šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
813,Ninurta-aḫu-iddin / taqiš,Babylonian,b,b,1,Negative,-1,Murašȗ,1
814,Ninurta-aplu-iddin / aḫḫe-iddin,Babylonian,b,x,1,Negative,-1,Murašȗ,1
815,Ninurta-aplu-iddin / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
816,Ninurta-aplu-uṣur / Ninurta-aḫu-uṣur,Babylonian,b,b,1,Negative,-1,Murašȗ,1
817,Ninurta-erib / ardia,Babylonian,b,b,1,Negative,-1,Murašȗ,1
818,Ninurta-erib / nidintu-Enlil,Babylonian,b,b,3,Negative,-1,Murašȗ,<6
819,Ninurta-erība / Enlil-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
820,Ninurta-eṭir / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
821,Ninurta-eṭir / aqaru-a,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
822,Ninurta-ēṭir / Balāṭu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
823,Ninurta-eṭir / barikiltammeš,Babylonian,b,n,2,Negative,-1,Murašȗ,<6
824,Ninurta-eṭir / belet-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
825,Ninurta-ēṭir / Bulṭā,Babylonian,b,b,1,Negative,-1,Murašȗ,1
826,Ninurta-eṭir / dannu-Nergal,Babylonian,b,b,1,Negative,-1,Murašȗ,1
827,Ninurta-ēṭir / Kīnâ,Babylonian,b,x,1,Negative,-1,Yahudu,1
828,Ninurta-eṭir / m.x.MU,Babylonian,b,x,1,Negative,-1,Murašȗ,1
829,Ninurta-eṭir / Ninurta-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
830,Ninurta-eṭir / remu-iškun,Babylonian,b,b,1,Negative,-1,Murašȗ,1
831,Ninurta-gamil / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
832,Ninurta-gamil / tattannu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
833,Ninurta-ibni / aḫu-liti',Babylonian,b,b,1,Negative,-1,Murašȗ,1
834,Ninurta-ibni / ḫanbu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
835,Ninurta-ibni / Nabu-aḫḫe-iddin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
836,Ninurta-iddin / aḫu-iddin,Babylonian,b,x,1,Negative,-1,Murašȗ,1
837,Ninurta-iddin / bassia,Babylonian,b,x,1,Negative,-1,Murašȗ,1
838,Ninurta-iddin / Bēl-eṭēri-Nabû,Babylonian,b,b,1,Negative,-1,Yahudu,1
839,Ninurta-iddin / bel-uballiṭ/bulliṭsu,Babylonian,b,b,1,Negative,-1,Murašȗ,1
840,Ninurta-iddin / Enlil-kaṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
841,Ninurta-iddin / Enlil-šum-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
842,Ninurta-iddin / libluṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
843,Ninurta-iddin / naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
844,Ninurta-iddin / Ninurta-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
845,Ninurta-iddin / Ninurta-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
846,Ninurta-iddin / Šamaš-iddin,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
847,Ninurta-mukin-aplu / Ninurta-naṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
848,Ninurta-na'id / nidintu-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
849,Ninurta-nadin / Ninurta-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
850,Ninurta-nadin / Šamaš-aḫu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
851,Ninurta-nadin-šum / Ninurta-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
852,Ninurta-nadin-šum / šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
853,Ninurta-naṣir / amel-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
854,Ninurta-naṣir / bel-aḫḫe-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
855,Ninurta-naṣir / Enlil-iqiš-ša,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
856,Ninurta-naṣir / Nabu-aḫḫe-erib,Babylonian,b,b,1,Negative,-1,Murašȗ,1
857,Ninurta-nāṣir / Ninurta-aḫḫē- erība`,Babylonian,b,b,1,Negative,-1,Murašȗ,1
858,Ninurta-šum-īqīša / Aqara',Babylonian,b,b,2,Negative,-1,Murašȗ,<6
859,Ninurta-uballiṭ / apla,Babylonian,b,b,1,Negative,-1,Murašȗ,1
860,Ninurta-uballiṭ / bulṭa,Babylonian,b,b,1,Negative,-1,Murašȗ,1
861,Ninurta-uballiṭ / erib-Enlil,Babylonian,b,b,1,Negative,-1,Murašȗ,1
862,Ninurta-uballiṭ / Rammān-šar-uṣur,Babylonian,b,n,1,Negative,-1,Yahudu,1
863,Ninurta-uballiṭ / ribat,Babylonian,b,b,1,Negative,-1,Murašȗ,1
864,Ninurta-uballiṭ / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
865,Ninurta-x-x / matani'iama,Babylonian,b,n,1,Negative,-1,Murašȗ,1
866,Ninurta-x-x / xxx,Babylonian,b,x,1,Negative,-1,Murašȗ,1
867,nissaḫar-Enlil / bel-šúnu,Babylonian,b,b,2,Negative,-1,Murašȗ,<6
868,nur-mat-Enlil / arad-Gula,Babylonian,b,b,1,Negative,-1,Murašȗ,1
869,Pān-Aššur-lūmur / Nabû-…,Babylonian,b,x,1,Negative,-1,Yahudu,1
870,Qīšti-Bēl / Šalti-il,Babylonian,b,n,1,Negative,-1,Yahudu,1
871,re'u-šunu / iddin-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
872,reḫeti / arad-Ninurta,Babylonian,b,b,1,Negative,-1,Murašȗ,1
873,reḫetu / nidintu-bel,Babylonian,b,b,1,Negative,-1,Murašȗ,1
874,remanni-Enlil / aḫḫe-lamur,Babylonian,b,b,1,Negative,-1,Murašȗ,1
875,remu-iškun / Enlil-šum-ibni,Babylonian,b,b,1,Negative,-1,Murašȗ,1
876,remu-iškun / iddina,Babylonian,b,b,1,Negative,-1,Murašȗ,1
877,remu-iškun / Ninurta-uballiṭ,Babylonian,b,b,1,Negative,-1,Murašȗ,1
878,remu-iškun / Šamaš-ušallim,Babylonian,b,b,1,Negative,-1,Murašȗ,1
879,remu-itti-Enlil / aḫu-ludar,Babylonian,b,b,1,Negative,-1,Murašȗ,1
880,ribat / Enlil-šumu-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
881,ribat / ili-natanu,Babylonian,b,n,1,Negative,-1,Murašȗ,1
882,Rībat / Kāṣir,Babylonian,b,b,1,Negative,-1,Murašȗ,1
883,Rībat / Ninurta-iddin,Babylonian,b,b,1,Negative,-1,Murašȗ,1
884,Rīmūt / Ammu,Babylonian,b,n,4,Negative,-1,Yahudu,<6
885,Rīmūt / Balāṭu//E…,Babylonian,b,b,1,Negative,-1,Yahudu,1
886,Rīmūt / Bēl-aḫḫē-iddin//Šamaš-abāri,Babylonian,b,b,1,Negative,-1,Yahudu,1
887,Rīmūt / Nabû-zēr-ibni,Babylonian,b,b,4,Negative,-1,Yahudu,<6
888,Rīmūt / Šulâ,Babylonian,b,b,1,Negative,-1,Yahudu,1
